P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p),min_rec_length,breakpoints
A/India/Dib0622568/2006,A/RiodeJaneiro/465/01,A/Kolkutta/072142/070706,55,18,17,0,0,-13.1425,0.00462,0.004616481,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/Korea/122/2007,45,19,18,0,0,-12.4878,0.02068,0.02067638,144,859-860 & 1004-1010
A/Brazil/009/00,A/India/Dib0622568/2006,A/Kyongbuk/320/2002,49,57,44,0,0,-12.9602,0.00702,0.007015178,427,65-77 & 618-622
A/Daejeon/258/2002,A/Denmark/02/2002,A/Kyongnam/347/2002,41,17,17,0,0,-12.6724,0.01357,0.01356502,347,609-622 & 969-1016
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/Lyon/22/2007,46,18,18,0,0,-13.8844,0.00084,0.0008379497,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/Lyon/27/2007,45,19,18,0,0,-12.4878,0.02068,0.02067638,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/RiodeJaneiro/465/01,A/Macau/200/2007,52,21,19,0,0,-12.9201,0.00769,0.007691483,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/Malaysia/1768035/2007,45,19,18,0,0,-12.4878,0.02068,0.02067638,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/Maldonado/FMD1215/2007,45,19,18,0,0,-12.4878,0.02068,0.02067638,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/RiodeJaneiro/465/01,A/MARYLAND/09/2006,52,21,19,0,0,-12.9201,0.00769,0.007691483,144,859-860 & 1004-1010
A/Daejeon/258/2002,A/Denmark/02/2002,A/Netherlands/109/2003,41,16,16,1e-12,0,-12.1394,0.04553,0.04552842,347,609-622 & 969-1016
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/Netherlands/363/2006,45,19,18,0,0,-12.4878,0.02068,0.02067638,144,859-860 & 1004-1010
A/Daejeon/258/2002,A/Denmark/02/2002,A/New_York/196/2003,41,17,17,0,0,-12.6724,0.01357,0.01356502,347,609-622 & 969-1016
A/Daejeon/258/2002,A/Denmark/02/2002,A/New_York/198/2003,41,17,17,0,0,-12.6724,0.01357,0.01356502,347,609-622 & 969-1016
A/Daejeon/258/2002,A/Denmark/02/2002,A/New_York/199/2003,41,17,17,0,0,-12.6724,0.01357,0.01356502,347,609-622 & 969-1016
A/Daejeon/258/2002,A/Denmark/02/2002,A/New_York/203/2003,41,17,17,0,0,-12.6724,0.01357,0.01356502,347,609-622 & 969-1016
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/New-Jersey/05/2007,46,18,18,0,0,-13.8844,0.00084,0.0008379497,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/RiodeJaneiro/465/01,A/Ningbo/1030/2006,52,21,19,0,0,-12.9201,0.00769,0.007691483,144,859-860 & 1004-1010
A/India/Dib0622568/2006,A/RiodeJaneiro/465/01,A/Ningbo/116/2007,52,21,19,0,0,-12.9201,0.00769,0.007691483,144,859-860 & 1004-1010
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Ningbo/1224/2004,23,48,45,0,0,-12.3624,0.02751,0.02750506,165,65-94 & 855-860
A/India/Dib0622568/2006,A/RiodeJaneiro/465/01,A/Ningbo/938/2006,51,21,19,0,0,-12.7936,0.01028,0.01027856,144,859-860 & 1004-1010
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Ningxia_Dawukou/121/2007,23,48,45,0,0,-12.3624,0.02751,0.02750506,165,65-94 & 855-860
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Philippines/1641/2007,21,51,49,0,0,-13.1912,0.00413,0.004127751,189,65-94 & 855-860
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Qinghai_Gangcha/1126/2007,22,49,47,0,0,-13.3892,0.00262,0.002618249,165,65-94 & 855-860
A/India/Dib0622568/2006,A/TEXAS/7/2000,A/Serres/77/2007,45,18,18,0,0,-13.7503,0.00114,0.001140862,144,859-860 & 1004-1010
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Shanxi_Chengqu/1156/2007,22,49,47,0,0,-13.3892,0.00262,0.002618249,165,65-94 & 855-860
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Shanxi_Chengqu/145/2007,22,48,46,0,0,-13.2408,0.00368,0.003683462,165,65-94 & 855-860
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Shanxi_Chengqu/151/2007,22,49,47,0,0,-13.3892,0.00262,0.002618249,165,65-94 & 855-860
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Shanxi_Xinghualing/129/2007,22,49,47,0,0,-13.3892,0.00262,0.002618249,165,65-94 & 855-860
A/BULGARIA/113/2000,A/India/Dib0622568/2006,A/Shanxi_Xinghualing/141/2007,22,49,47,0,0,-13.3892,0.00262,0.002618249,165,65-94 & 855-860
