taxon_id,geography
A/Argentina/405/2007,SouthAmerica
A/Argentina/426/2007,SouthAmerica
A/Argentina/445/2007,SouthAmerica
A/Argentina/449/2007,SouthAmerica
A/Argentina/501/2007,SouthAmerica
A/Argentina/503/2007,SouthAmerica
A/Argentina/7646/2009,SouthAmerica
A/Argentina/8409/2010,SouthAmerica
A/Arizona/11/2010,USACanada
A/Arizona/2/2006,USACanada
A/Auckland/10/2008,Oceania
A/Auckland/17/2008,Oceania
A/Auckland/588/2000,Oceania
A/Auckland/598/2000,Oceania
A/Auckland/600/2000,Oceania
A/Auckland/601/2000,Oceania
A/Auckland/602/2001,Oceania
A/Auckland/603/2001,Oceania
A/Auckland/604/2001,Oceania
A/Auckland/607/2001,Oceania
A/Auckland/608/2002,Oceania
A/Auckland/609/2002,Oceania
A/Auckland/610/2002,Oceania
A/Auckland/614/2002,Oceania
A/Auckland/616/2005,Oceania
A/Auckland/617/2005,Oceania
A/Auckland/69/2008,Oceania
A/Australia/18/2009,Oceania
A/Australia/19/2009,Oceania
A/Australia/2/2009,Oceania
A/Australia/22/2009,Oceania
A/Australia/30/2009,Oceania
A/Australia/34/2009,Oceania
A/Australia/46/2009,Oceania
A/Australia/55/2009,Oceania
A/Australia/NHRC0003/2003,Oceania
A/Australia/NHRC0004/2003,Oceania
A/Australia/NHRC0005/2005,Oceania
A/Australia/NHRC0006/2003,Oceania
A/Australia/NHRC0006/2005,Oceania
A/Australia/NHRC0007/2005,Oceania
A/Australia/NHRC0008/2003,Oceania
A/Australia/NHRC0008/2005,Oceania
A/Australia/NHRC0010/2003,Oceania
A/Austria/134855/2004,Europe
A/Austria/135553/2004,Europe
A/Austria/135794/2004,Europe
A/Austria/136042/2004,Europe
A/Austria/136353/2004,Europe
A/Austria/137239/2004,Europe
A/Austria/137440/2004,Europe
A/Austria/137814/2004,Europe
A/Austria/138051/2004,Europe
A/Austria/138112/2004,Europe
A/Austria/138263/2004,Europe
A/Austria/138560/2004,Europe
A/Austria/138571/2004,Europe
A/Austria/138808/2004,Europe
A/Austria/139082/2004,Europe
A/Austria/140481/2004,Europe
A/Austria/140918/2004,Europe
A/Austria/140989/2004,Europe
A/Austria/141157/2004,Europe
A/Austria/141367/2004,Europe
A/Austria/142001/2004,Europe
A/Austria/142973/2004,Europe
A/Austria/144219/2004,Europe
A/Austria/202737/2005,Europe
A/Austria/205390/2005,Europe
A/Austria/205397/2005,Europe
A/Austria/205738/2005,Europe
A/Austria/206130/2005,Europe
A/Austria/206418/2005,Europe
A/Austria/207248/2005,Europe
A/Austria/207265/2005,Europe
A/Austria/207270/2005,Europe
A/Austria/207576/2005,Europe
A/Austria/208005/2005,Europe
A/Austria/208387/2005,Europe
A/Austria/208573/2005,Europe
A/Austria/208920/2005,Europe
A/Austria/209122/2005,Europe
A/Austria/209975/2005,Europe
A/Austria/211116/2005,Europe
A/Austria/211298/2005,Europe
A/Austria/211557/2005,Europe
A/Austria/211645/2005,Europe
A/Austria/212182/2005,Europe
A/Austria/212187/2005,Europe
A/Austria/76036/2003,Europe
A/Austria/76165/2003,Europe
A/Austria/76359/2003,Europe
A/Austria/79477/2003,Europe
A/Austria/79524/2003,Europe
A/Austria/79798/2003,Europe
A/Austria/80044/2003,Europe
A/Austria/85718/2003,Europe
A/BANGKOK/103/2002,SoutheastAsia
A/BANGKOK/109/2002,SoutheastAsia
A/BANGKOK/115/2001,SoutheastAsia
A/BANGKOK/132/2009,SoutheastAsia
A/BANGKOK/156/2001,SoutheastAsia
A/BANGKOK/161/2001,SoutheastAsia
A/BANGKOK/178/2000,SoutheastAsia
A/BANGKOK/190/2002,SoutheastAsia
A/BANGKOK/202/2000,SoutheastAsia
A/BANGKOK/223/2002,SoutheastAsia
A/BANGKOK/224/2001,SoutheastAsia
A/BANGKOK/226/2001,SoutheastAsia
A/BANGKOK/247/2002,SoutheastAsia
A/BANGKOK/27/2000,SoutheastAsia
A/BANGKOK/28/2001,SoutheastAsia
A/BANGKOK/328/2001,SoutheastAsia
A/BANGKOK/413/2002,SoutheastAsia
A/BANGKOK/480/2001,SoutheastAsia
A/BANGKOK/504/2001,SoutheastAsia
A/BANGKOK/62/2000,SoutheastAsia
A/BANGKOK/86/2001,SoutheastAsia
A/BEIJING/114/2001,NorthChina
A/BEIJING/144/2001,NorthChina
A/BEIJING/157/2001,NorthChina
A/BEIJING/159/2001,NorthChina
A/BEIJING/161/2001,NorthChina
A/BEIJING/188/2001,NorthChina
A/BRAZIL/10/2000,SouthAmerica
A/BRAZIL/18a/2000,SouthAmerica
A/BRAZIL/2030/2002,SouthAmerica
A/BRAZIL/2c/2000,SouthAmerica
A/BRAZIL/4b/2000,SouthAmerica
A/BRAZIL/5/2002,SouthAmerica
A/BRAZIL/694/2000,SouthAmerica
A/BRAZIL/695/2001,SouthAmerica
A/BRAZIL/718/2000,SouthAmerica
A/BRAZIL/79214/2001,SouthAmerica
A/BRAZIL/79285/2001,SouthAmerica
A/BRAZIL/822/2001,SouthAmerica
A/BRAZIL/991/2000,SouthAmerica
A/BRISBANE/10/2000,Oceania
A/BRISBANE/100/2009,Oceania
A/BRISBANE/11/2000,Oceania
A/BRISBANE/122/2010,Oceania
A/BRISBANE/217/2010,Oceania
A/BRISBANE/218/2010,Oceania
A/BRISBANE/219/2010,Oceania
A/BRISBANE/252/2010,Oceania
A/BRISBANE/253/2010,Oceania
A/BRISBANE/258/2010,Oceania
A/BRISBANE/262/2010,Oceania
A/BRISBANE/3/2000,Oceania
A/BRISBANE/31/2010,Oceania
A/BRISBANE/52/2009,Oceania
A/BRISBANE/54/2009,Oceania
A/BRISBANE/66/2009,Oceania
A/BULGARIA/113/2000,Europe
A/BULGARIA/28/2001,Europe
A/BULGARIA/874/2000,Europe
A/BacGiang/BG003/2004,SoutheastAsia
A/Baden-Wuerttemburg/194/2008,Europe
A/Baden-Wuerttemburg/196/2008,Europe
A/Baden_Wuerttemberg/16/2006,Europe
A/Bahia/100/2011,SouthAmerica
A/Bahia/44/2011,SouthAmerica
A/Bahia/45/2011,SouthAmerica
A/Bahia/65/2011,SouthAmerica
A/Bahia/97/2011,SouthAmerica
A/Bahia/98/2011,SouthAmerica
A/Baleares/RR6848/2010,Europe
A/Bangkok/24/2004,SoutheastAsia
A/Bangkok/561/2009,SoutheastAsia
A/Bangladesh/1695/2007,India
A/Bangladesh/2009/2008,India
A/Bangladesh/2012/2010,India
A/Bangladesh/2363/2009,India
A/Bangladesh/2425/2009,India
A/Bangladesh/3012/2009,India
A/Bangladesh/3017/2008,India
A/Bangladesh/30376/2007,India
A/Bangladesh/3161/2010,India
A/Bangladesh/4699/2007,India
A/Bangladesh/483/2009,India
A/Bangladesh/5004/2010,India
A/Bangladesh/5014/2009,India
A/Bangladesh/7772/2009,India
A/Bangladesh/8004/2010,India
A/Bangladesh/9745/2007,India
A/Bangladesh/9890/2008,India
A/Bangladesh/C5_12/2003,India
A/Bangladesh/C5_13/2003,India
A/Bangladesh/C5_15/2003,India
A/Bangladesh/C5_16/2003,India
A/Bangladesh/C5_17/2003,India
A/Bangladesh/C5_18/2003,India
A/Bangladesh/C5_19/2003,India
A/Bangladesh/C5_21/2003,India
A/Bangladesh/C5_22/2003,India
A/Bangladesh/C5_23/2003,India
A/Bangladesh/C5_24/2003,India
A/Bangladesh/C5_25/2003,India
A/Bangladesh/C5_27/2003,India
A/Bayern/11/2006,Europe
A/Beijing-Huairou/11088/2009,NorthChina
A/Beijing-Huairou/1569/2010,NorthChina
A/Beijing-Xicheng/12611/2010,NorthChina
A/Beijing/13/2004,NorthChina
A/Beijing/17/2001,NorthChina
A/Beijing/20/2002,NorthChina
A/Beijing/203/2003,NorthChina
A/Beijing/230/2002,NorthChina
A/Beijing/273/2004,NorthChina
A/Beijing/284/2004,NorthChina
A/Beijing/285/2003,NorthChina
A/Beijing/305/2004,NorthChina
A/Beijing/31/2003,NorthChina
A/Beijing/313/2003,NorthChina
A/Beijing/317/2004,NorthChina
A/Beijing/324/2004,NorthChina
A/Beijing/332/2004,NorthChina
A/Beijing/344/2004,NorthChina
A/Beijing/35/2002,NorthChina
A/Beijing/352/2004,NorthChina
A/Beijing/359/2002,NorthChina
A/Beijing/4/2000,NorthChina
A/Beijing/44/2002,NorthChina
A/Beijing/47/2004,NorthChina
A/Beijing/51/2002,NorthChina
A/Beijing/68/2003,NorthChina
A/Beijing/86/2004,NorthChina
A/Beijing/Xicheng51/2007,NorthChina
A/Beijing_Xicheng/1283/2006,NorthChina
A/Beijing_Xicheng/134/2007,NorthChina
A/Beijing_Xicheng/140/2007,NorthChina
A/Beijing_Xicheng/148/2007,NorthChina
A/Beijing_Xicheng/185/2007,NorthChina
A/Beijing_Xuanwu/1359/2006,NorthChina
A/Beijing_Xuanwu/1363/2006,NorthChina
A/Beijing_Xuanwu/1367/2006,NorthChina
A/Beijing_Xuanwu/1379/2006,NorthChina
A/Beijng-Xicheng/1108/2009,NorthChina
A/Belgium/G254/2009,Europe
A/Belgium/G308/2009,Europe
A/Belgrade/WRAIR2379N/2010,Europe
A/Berlin/28/2006,Europe
A/Berlin/3/2006,Europe
A/Berlin/40/2006,Europe
A/Bhutan/151/2009,India
A/Bhutan/154/2009,India
A/Bogota/WRAIR3457N/2010,SouthAmerica
A/Bolivia/1053/2010,SouthAmerica
A/Bolivia/2675/2009,SouthAmerica
A/Bolivia/2948/2009,SouthAmerica
A/Bolivia/317/2010,SouthAmerica
A/Bordeaux/1942/2009,Europe
A/Boston/14/2007,USACanada
A/Boston/2/2008,USACanada
A/Boston/38/2008,USACanada
A/Boston/50/2008,USACanada
A/Boston/78/2008,USACanada
A/Boston/81/2008,USACanada
A/Boston/88/2008,USACanada
A/Boston/9/2008,USACanada
A/Boston/96/2008,USACanada
A/Boston/DOA02/2011,USACanada
A/Boston/DOA03/2011,USACanada
A/Boston/DOA04/2011,USACanada
A/Boston/DOA06/2011,USACanada
A/Boston/DOA07/2011,USACanada
A/Boston/DOA09/2011,USACanada
A/Boston/DOA10/2011,USACanada
A/Boston/DOA11/2011,USACanada
A/Boston/DOA15/2011,USACanada
A/Boston/DOA16/2011,USACanada
A/Boston/DOA20/2011,USACanada
A/Boston/DOA24/2011,USACanada
A/Boston/DOA51/2011,USACanada
A/Boston/DOA52/2011,USACanada
A/Boston/DOA55/2011,USACanada
A/Boston/DOA57/2011,USACanada
A/Boston/DOA61/2011,USACanada
A/Boston/DOA66/2011,USACanada
A/Boston/DOA69/2011,USACanada
A/Boston/DOA74/2011,USACanada
A/Boston/DOA75/2011,USACanada
A/Boston/DOA77/2011,USACanada
A/Boston/DOA79/2011,USACanada
A/Boston/DOA80/2011,USACanada
A/Boston/DOA81/2011,USACanada
A/Boston/DOA83/2011,USACanada
A/Boston/DOA85/2011,USACanada
A/Boston/DOA86/2011,USACanada
A/Brandenburg/01/2010,Europe
A/Brandenburg/1/2010,Europe
A/Bratislava/144/2009,Europe
A/Brazil/003/00,SouthAmerica
A/Brazil/008/00,SouthAmerica
A/Brazil/009/00,SouthAmerica
A/Brazil/010/00,SouthAmerica
A/Brazil/012/00,SouthAmerica
A/Brazil/015/00,SouthAmerica
A/Brazil/024/00,SouthAmerica
A/Brazil/0610/2010,SouthAmerica
A/Brazil/0791/2010,SouthAmerica
A/Brazil/125/01,SouthAmerica
A/Brazil/1619/2008,SouthAmerica
A/Brazil/1623/2008,SouthAmerica
A/Brazil/1727/2002,SouthAmerica
A/Brazil/1732/2002,SouthAmerica
A/Brazil/1814/2009,SouthAmerica
A/Brazil/2458/2002,SouthAmerica
A/Brazil/884/2009,SouthAmerica
A/Brazil/933/2009,SouthAmerica
A/Brazil/BR_1898_ORIGINAL/2006,SouthAmerica
A/Brazil/BR_IAL2353_0505_04099_ORIGINAL/2005,SouthAmerica
A/Brazil/BR_IAL_2302/2005,SouthAmerica
A/Brazil/BR_IAL_2314/2005,SouthAmerica
A/Bremen/1/2010,Europe
A/Bretagne/2248/2010,Europe
A/Brisbane/02/2008,Oceania
A/Brisbane/04/2007,Oceania
A/Brisbane/09/2006,Oceania
A/Brisbane/10/2007,Oceania
A/Brisbane/10/2008,Oceania
A/Brisbane/11/2006,Oceania
A/Brisbane/11/2010,Oceania
A/Brisbane/2/2008,Oceania
A/Brisbane/210/2010,Oceania
A/Brisbane/220/2010,Oceania
A/Brisbane/233/2006,Oceania
A/Brisbane/24/2008,Oceania
A/Brisbane/53/2009,Oceania
A/Brisbane/602/2007,Oceania
A/Brisbane/9/2006,Oceania
A/Brussels/S0066/2010,Europe
A/Buenos_Aires/722/01,SouthAmerica
A/Busan/11/2001,JapanKorea
A/Busan/16/2001,JapanKorea
A/Busan/2368/2010,JapanKorea
A/Busan/283/2008,JapanKorea
A/Busan/4297/2008,JapanKorea
A/Busan/44/2001,JapanKorea
A/Busan/71/2001,JapanKorea
A/Busan/805/2004,JapanKorea
A/CALIFORNIA/4/2000,USACanada
A/CAMBODIA/1/2010,SoutheastAsia
A/CAMBODIA/12/2009,SoutheastAsia
A/CAMBODIA/15/2009,SoutheastAsia
A/CAMBODIA/7/2009,SoutheastAsia
A/CANBERRA/2/2010,Oceania
A/CANBERRA/20/2009,Oceania
A/CHILE/5109/2001,SouthAmerica
A/CHILE/5299/2000,SouthAmerica
A/CHILE/5823/2001,SouthAmerica
A/CHRISTCHURCH/143/2001,Oceania
A/CHRISTCHURCH/25/2010,Oceania
A/CHRISTCHURCH/28/2001,Oceania
A/CHRISTCHURCH/37/2001,Oceania
A/CHRISTCHURCH/44/2001,Oceania
A/CHRISTCHURCH/49/2010,Oceania
A/CHRISTCHURCH/50/2010,Oceania
A/CHRISTCHURCH/94/2000,Oceania
A/COLOMBIA/3026/2001,SouthAmerica
A/California/10/2008,USACanada
A/California/2972/2012,USACanada
A/California/3000/2012,USACanada
A/California/3007/2012,USACanada
A/California/3022/2012,USACanada
A/California/3023/2012,USACanada
A/California/7/2006,USACanada
A/California/NHRC0001/2005,USACanada
A/California/NHRC0001/2006,USACanada
A/California/NHRC0001/2007,USACanada
A/California/NHRC0002/2003,USACanada
A/California/NHRC0002/2005,USACanada
A/California/NHRC0003/2005,USACanada
A/California/NHRC0004/2005,USACanada
A/California/NHRC0004/2011,USACanada
A/California/NHRC0005/2005,USACanada
A/California/NHRC0006/2003,USACanada
A/California/NHRC0006/2005,USACanada
A/California/NHRC0008/2005,USACanada
A/California/NHRC0009/2005,USACanada
A/California/NHRC0010/2005,USACanada
A/California/UR06_0118/2007,USACanada
A/California/UR06_0589/2007,USACanada
A/California/UR07_0019/2008,USACanada
A/California/VRDL158/2009,USACanada
A/California/VRDL169/2009,USACanada
A/California/VRDL172/2009,USACanada
A/California/VRDL182/2009,USACanada
A/California/VRDL203/2009,USACanada
A/California/VRDL231/2009,USACanada
A/California/VRDL241/2009,USACanada
A/California/VRDL255/2009,USACanada
A/California/VRDL265/2009,USACanada
A/California/VRDL271/2009,USACanada
A/California/VRDL279/2009,USACanada
A/California/VRDL286/2009,USACanada
A/California/VRDL328/2009,USACanada
A/California/VRDL340/2009,USACanada
A/California/VRDL342/2009,USACanada
A/California/VRDL360/2009,USACanada
A/Cambodia/0344/2007,SoutheastAsia
A/Cambodia/6735/2009,SoutheastAsia
A/Cambodia/7/2005,SoutheastAsia
A/Cambodia/NHRCC00002/2009,SoutheastAsia
A/Cambodia/NHRCC00003/2009,SoutheastAsia
A/Cambodia/NHRCC00008/2009,SoutheastAsia
A/Cambodia/NHRCC00011/2009,SoutheastAsia
A/Cambodia/P038/2005,SoutheastAsia
A/Cambodia/P105/2005,SoutheastAsia
A/Cambodia/P106/2005,SoutheastAsia
A/Cambodia/Q120/2006,SoutheastAsia
A/Cambodia/Q142/2006,SoutheastAsia
A/Cambodia/Q153/2006,SoutheastAsia
A/Cambodia/Q176/2006,SoutheastAsia
A/Cambodia/Q191/2006,SoutheastAsia
A/Cambodia/Q210/2006,SoutheastAsia
A/Cambodia/Q211/2006,SoutheastAsia
A/Cambodia/Q342/2006,SoutheastAsia
A/Cambodia/R068/2007,SoutheastAsia
A/Cambodia/S272/2008,SoutheastAsia
A/Cambodia/U307/2010,SoutheastAsia
A/Cambodia/U403/2010,SoutheastAsia
A/Canberra/18/2009,Oceania
A/Canterbury/04/2002,Oceania
A/Canterbury/06/2001,Oceania
A/Canterbury/06/2002,Oceania
A/Canterbury/07/2001,Oceania
A/Canterbury/10/2001,Oceania
A/Canterbury/101/2000,Oceania
A/Canterbury/101/2004,Oceania
A/Canterbury/103/2004,Oceania
A/Canterbury/104/2004,Oceania
A/Canterbury/104/2005,Oceania
A/Canterbury/105/2005,Oceania
A/Canterbury/107/2004,Oceania
A/Canterbury/108/2004,Oceania
A/Canterbury/11/2004,Oceania
A/Canterbury/127/2005,Oceania
A/Canterbury/13/2002,Oceania
A/Canterbury/14/2002,Oceania
A/Canterbury/140/2001,Oceania
A/Canterbury/149/2001,Oceania
A/Canterbury/16/2005,Oceania
A/Canterbury/166/2005,Oceania
A/Canterbury/19/2004,Oceania
A/Canterbury/2/2000,Oceania
A/Canterbury/200/2004,Oceania
A/Canterbury/207/2004,Oceania
A/Canterbury/210/2004,Oceania
A/Canterbury/235/2005,Oceania
A/Canterbury/24/2004,Oceania
A/Canterbury/24/2005,Oceania
A/Canterbury/248/2005,Oceania
A/Canterbury/253/2005,Oceania
A/Canterbury/256/2005,Oceania
A/Canterbury/258/2005,Oceania
A/Canterbury/259/2005,Oceania
A/Canterbury/260/2005,Oceania
A/Canterbury/29/2005,Oceania
A/Canterbury/303/2004,Oceania
A/Canterbury/308/2004,Oceania
A/Canterbury/313/2004,Oceania
A/Canterbury/315/2004,Oceania
A/Canterbury/386/2003,Oceania
A/Canterbury/390/2003,Oceania
A/Canterbury/391/2003,Oceania
A/Canterbury/392/2003,Oceania
A/Canterbury/397/2003,Oceania
A/Canterbury/398/2003,Oceania
A/Canterbury/400/2003,Oceania
A/Canterbury/401/2003,Oceania
A/Canterbury/428/2003,Oceania
A/Canterbury/430/2003,Oceania
A/Canterbury/432/2003,Oceania
A/Canterbury/435/2003,Oceania
A/Canterbury/437/2003,Oceania
A/Canterbury/441/2003,Oceania
A/Canterbury/442/2003,Oceania
A/Canterbury/444/2003,Oceania
A/Canterbury/47/2002,Oceania
A/Canterbury/50/2001,Oceania
A/Canterbury/53/2002,Oceania
A/Canterbury/56/2002,Oceania
A/Canterbury/57/2002,Oceania
A/Canterbury/58/2000,Oceania
A/Canterbury/59/2002,Oceania
A/Canterbury/62/2002,Oceania
A/Canterbury/64/2002,Oceania
A/Canterbury/64/2005,Oceania
A/Canterbury/68/2000,Oceania
A/Canterbury/68/2002,Oceania
A/Canterbury/69/2002,Oceania
A/Canterbury/72/2002,Oceania
A/Canterbury/75/2000,Oceania
A/Canterbury/79/2002,Oceania
A/Canterbury/80/2000,Oceania
A/Canterbury/80/2002,Oceania
A/Canterbury/81/2002,Oceania
A/Canterbury/85/2000,Oceania
A/Canterbury/87/2000,Oceania
A/Canterbury/89/2000,Oceania
A/Canterbury/90/2000,Oceania
A/Canterbury/92/2000,Oceania
A/Canterbury/93/2000,Oceania
A/Canterbury/96/2000,Oceania
A/Canterbury/97/2000,Oceania
A/Canterbury/98/2000,Oceania
A/Ceara/177/2002,SouthAmerica
A/Chachoengsao/1422/2004,SoutheastAsia
A/Chaco/R538/01,SouthAmerica
A/Chanchamayo/FLU3803/2006,SouthAmerica
A/Chanchamayo/FSJ1176/2006,SouthAmerica
A/Chanchamayo/FSJ1184/2006,SouthAmerica
A/Chanchamayo/FSJ1193/2006,SouthAmerica
A/Cheju/311/2002,JapanKorea
A/Chennai/0634982/091106,India
A/Chennai/0634983/091106,India
A/Chennai/0634985/141106,India
A/Chennai/0817271/131008,India
A/Chennai/0817294/101108,India
A/Chennai/0817297/141108,India
A/Chennai/0817302/181108,India
A/Chennai/087867/260208,India
A/Chennai/087868/260208,India
A/Chennai/087875/260308,India
A/Chennai/087876/250308,India
A/Chennai/087878/280308,India
A/Chennai/087879/310308,India
A/Chennai/087880/310308,India
A/Chennai/087881/310308,India
A/Chennai/091335/151208,India
A/Chennai/091336/231208,India
A/Chennai/091337/231208,India
A/Cheongju/H380/2007,JapanKorea
A/Cheongju/H393/2007,JapanKorea
A/Cheongju/H397/2008,JapanKorea
A/Cheongju/H412/2008,JapanKorea
A/Cheongju/H471/2008,JapanKorea
A/Cheonnam/338/2002,JapanKorea
A/Cheonnam/340/2002,JapanKorea
A/Chile/5845/2010,SouthAmerica
A/Chile/6096/2010,SouthAmerica
A/Chile/6278/2010,SouthAmerica
A/Chile/6380/2010,SouthAmerica
A/Chile/6416/2001,SouthAmerica
A/Chile/6927/2010,SouthAmerica
A/Chile/8196/2010,SouthAmerica
A/Chongqing-Banan/1286/2010,NorthChina
A/Chongqing/1162/2005,NorthChina
A/Chongqing/1166/2005,NorthChina
A/Chongqing/155/2003,NorthChina
A/Chongqing/245/2003,NorthChina
A/Chongqing/257/2003,NorthChina
A/Chongqing/65/2005,NorthChina
A/Chongqing/654_1/2005,NorthChina
A/Chongqing/Yuzhong169/2007,NorthChina
A/Christchurch/05/2008,Oceania
A/Christchurch/1/2007,Oceania
A/Christchurch/13/2004,Oceania
A/Christchurch/15/2004,Oceania
A/Christchurch/184/2004,Oceania
A/Christchurch/19/2006,Oceania
A/Christchurch/19/2008,Oceania
A/Christchurch/89/2004,Oceania
A/Chungbuk/1469/2007,JapanKorea
A/Chungbuk/1471/2007,JapanKorea
A/Chungbuk/4137/2008,JapanKorea
A/Chungnam/1463/2007,JapanKorea
A/Chungnam/1902/2007,JapanKorea
A/Chungnam/1929/2007,JapanKorea
A/Chungnam/2288/2007,JapanKorea
A/Chungnam/2377/2010,JapanKorea
A/Chungnam/271/2002,JapanKorea
A/Colombia/227/2009,SouthAmerica
A/Colombia/31/2009,SouthAmerica
A/Colombia/4335/2009,SouthAmerica
A/Colombia/6123/2009,SouthAmerica
A/Colombia/6722/2010,SouthAmerica
A/Colombia/7158/2009,SouthAmerica
A/Colorado/04/2007,USACanada
A/Colorado/05/2006,USACanada
A/Colorado/05/2010,USACanada
A/Colorado/06/2006,USACanada
A/Colorado/14/2007,USACanada
A/Colorado/2971/2012,USACanada
A/Colorado/3005/2012,USACanada
A/Colorado/3009/2012,USACanada
A/Colorado/3010/2012,USACanada
A/Colorado/3024/2012,USACanada
A/Colorado/AF2774/2012,USACanada
A/Colorado/AF2791/2012,USACanada
A/Colorado/UR06_0279/2007,USACanada
A/Colorado/UR06_0454/2007,USACanada
A/Connecticut/04/2010,USACanada
A/Connecticut/1/2006,USACanada
A/Cordoba/1007333/01,Europe
A/Cusco/FLU6093/2007,SouthAmerica
A/Cusco/FLU6689/2007,SouthAmerica
A/Cusco/FLU6693/2007,SouthAmerica
A/Cusco/FLU6724/2007,SouthAmerica
A/Cusco/FSC799/2005,SouthAmerica
A/Cusco/FSC807/2005,SouthAmerica
A/DARWIN/1/2000,Oceania
A/DARWIN/17/2001,Oceania
A/DARWIN/6/2001,Oceania
A/DaNang/DN434/2008,SoutheastAsia
A/DaNang/DN446/2008,SoutheastAsia
A/DaNang/DN453/2008,SoutheastAsia
A/Daegu/1755/2007,JapanKorea
A/Daegu/1771/2004,JapanKorea
A/Daegu/1783/2007,JapanKorea
A/Daegu/1857/2004,JapanKorea
A/Daegu/24/2001,JapanKorea
A/Daegu/24/2005,JapanKorea
A/Daegu/277/2004,JapanKorea
A/Daegu/4165/2008,JapanKorea
A/Daegu/56/2001,JapanKorea
A/Daegu/58/2001,JapanKorea
A/Daegu/626/2004,JapanKorea
